drug,canonical_smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
GDSC10,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,0.08594294,0.016877638,1.3116337,-0.22349302,-0.9809782,0.012652995,0.9521648,-0.0072542196,-0.0013071671,-0.00021834671,-0.011936821,-0.0075317137,-0.012386806,-0.0649998,0.0025984198,0.009630516,0.013544848,-0.0068376246,-0.21170288,0.504568,0.01764204,1.5868664,0.02009655,0.61290723,-0.0020156875,-0.012467224,0.017861389,0.782774,0.7411282,0.0028470233,0.0025877282,-0.013494698,0.0030078976,0.00887231,0.010471597,0.01884766,-0.003721768,0.0027946793,-2.1153474,0.020945122,-0.0015102476,0.01425238,0.08323093,-0.014255367,-0.005784262,0.003708396,-0.0070483238,-0.013135612,-0.0064863022,-2.130367,-0.0009607887,-0.5279495,0.19636083,0.00028315932,-1.0450776,0.20486517,-0.14114575,0.010730875,-0.007377334,0.0040791393,0.5517798,0.00081215054,0.00861677,0.4530892,0.0068110377,-0.0071646236,-0.014397627,-0.01374083,-0.12563086,-0.007859759,-0.8305115,-0.013775175,0.4065055,0.0023260731,0.0065855607,-0.0037420355,-0.22732936,-0.0004239697,0.013014845,-0.0114944335,0.0032526366,-0.49864274,-0.17802136,-0.006691642,0.011375673,-0.3023657,-0.006643221,0.006215237,0.25212842,0.0067657046,0.0015382916,-0.0106120985,0.008610191,-0.011019317,0.13599136,0.0007232763,0.13553129,-0.602457,0.006381899,-0.007728506,0.010334953,-0.0041619744,0.49082592,0.0041935816,-0.0099532455,-0.9168098,0.017176276,0.007724927,0.0032286216,-0.000204131,-0.005479047,-0.013826519,-0.0018845471,0.33598253,-0.012481408,0.004147999,0.0009913333,-0.24411987,0.01811951,0.0065059066,-0.0075830594,0.013796902,-0.10057658,-0.0036634188,-0.032746613,0.006922353,0.012999112,0.0007587902
GDSC11,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,-0.10183836,-0.024688533,0.07497022,2.0265937,0.6191543,0.014789579,-0.83686763,-0.009888593,0.009899674,-0.013909768,-0.008106507,0.012406468,0.0024120584,0.19043872,-0.008125581,-0.027255367,0.012497483,0.0071662934,-0.253162,0.05503715,-0.011786956,0.6747093,0.011688082,-0.15257426,0.004970189,0.011931816,-0.02004714,0.7414418,-0.7580261,0.006419517,0.022666967,-0.006000379,0.013793244,0.014532544,-0.0036127158,-0.021488246,-0.015849354,0.006446533,-0.82743365,-0.0013967125,0.009826293,-0.010256767,0.30556577,-0.002111666,0.027504297,-0.011962507,0.015743546,0.00961294,-0.10358034,-1.1023763,0.007444753,0.59529024,-0.4282651,-0.0071361065,0.68231606,1.0954955,-1.1370225,0.0040554786,-0.024585687,0.0056514456,-0.016963525,0.0073294863,-0.015596338,-0.28650382,-0.0075250342,0.00078281015,-0.005110765,0.016456679,0.5643403,0.0075582936,0.19975266,0.011755563,0.0983318,0.007370269,0.018940967,-0.014007132,0.21619515,0.0037459936,-0.005971644,-0.005725802,-0.021524739,-1.382515,1.6621377,0.012855619,0.0052397586,-1.0366759,-0.0034860745,0.007258849,-1.3098269,-0.014901828,0.019832628,0.019112892,-0.009521908,0.014816714,-1.8823323,-0.01523681,-0.49213594,0.059632204,-0.009630051,-0.003132891,0.0070308344,-0.0114082415,1.2913442,-0.009039603,0.005454652,1.2562639,0.0060854824,-0.013962044,0.014467038,-0.011388741,0.057966217,0.017738,0.0062603243,0.15413824,0.015159437,0.015794009,-0.003563134,-0.6573462,-0.012385142,-0.01199311,0.010309454,-0.006343114,0.018612586,-0.01163137,-0.88132685,-0.003738104,0.007583798,-0.008671976
GDSC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,1.015073,0.029469682,0.6055779,-0.60881114,-1.4764522,0.018803066,0.7738929,-0.00046790228,-0.0015409123,0.0055140555,-0.013544004,0.010213122,0.011797711,-0.034909785,0.0089323,0.016465336,0.01000553,-0.0094591025,0.44105905,0.77651095,0.025766913,-1.5378388,0.017323682,0.11389129,0.0224486,-0.0064070914,0.021139868,0.43787712,1.2606536,0.0144928545,0.0143796895,-0.01605755,-0.0072172685,0.023565156,0.01678922,0.02143282,0.009379745,-0.0015610559,-1.5147412,0.030581871,0.0058499146,0.014952719,-0.7716292,-0.0039030612,-0.024079818,-0.012469433,-0.02342686,0.009656094,0.6056523,-1.5740633,-0.03386846,0.012237937,0.7206013,0.00931932,-0.09624241,-0.90626657,-0.040784262,0.03422298,-0.023881251,-0.0002857647,-0.39331013,0.00809256,0.008140704,-0.24036467,0.0067088977,-0.009277057,-0.0021188855,-0.029205333,0.023684062,-0.015346512,-1.9383827,-0.01521424,-0.5895073,0.0020529106,0.025036208,0.016677242,0.5016902,0.0027420055,0.0052275774,-0.016989715,0.004720915,-1.2844658,-0.15663491,-0.0048020966,-0.017258562,-0.03986419,-0.020798355,0.003750641,-0.504825,-0.013860941,-0.012659464,-0.010986835,0.013213906,0.009267122,-0.11115123,0.028326262,-0.64514405,-0.0017284472,-0.0021654498,0.0128883645,0.005087641,0.0021470822,-0.6786983,-0.023654856,-0.030407563,0.58455795,0.00754752,-0.007274849,-0.025464434,-0.002841603,0.94236416,-0.0079952255,0.0034396402,0.553804,0.014129283,-0.027636863,-0.00960106,2.284119,0.015623582,-0.013528176,-0.029189173,0.0030904417,-0.22957332,-0.0146378055,-0.4167003,0.013263051,-0.0119488565,-0.0069209104
GDSC13,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,-0.09419479,0.0032290479,-0.3037656,1.711154,0.08714883,-0.0060660467,1.5148693,0.0058860304,-0.0008846633,-0.018320829,-0.004234826,-0.04113788,0.0007088259,0.3687565,0.0112483725,-0.012633003,0.009629041,0.009244308,1.6425242,1.0200202,-0.02037087,0.1462696,0.0050701336,1.7478082,0.015934832,0.009537226,7.727742e-05,0.6676058,-0.91006035,0.0030704215,0.024076855,0.010058513,0.004719185,-0.016054416,0.0083901435,0.025007233,-0.00472535,-0.008533139,0.5267973,0.0068111033,0.027725821,-0.002678901,1.1604347,-0.019120686,0.001338629,-0.021952748,-0.002024278,-0.014450148,0.15308477,-1.1012603,-0.0054615503,-0.13397811,-0.3370528,0.005218111,0.13012931,-1.3012774,1.3884865,0.02336615,0.028050896,0.017593239,-1.7413594,0.0007189587,-0.020773213,-0.6821196,-0.0019699708,0.018770441,0.0033127628,-0.0061017424,-0.6841338,0.011081278,-0.63390404,0.0504763,-0.16507548,0.00033651106,0.015531242,0.023441818,0.20519419,-0.017902488,-0.018444946,0.0067774486,-0.0029047765,-1.3587509,0.3067364,0.019419642,0.027027179,-0.7820589,-0.040560406,-0.0036262944,-0.7615487,0.0179911,0.0016283393,-0.004922644,0.012991551,0.0023798384,-0.15966737,-0.014673203,-0.91056925,-0.4548322,-0.0052580694,-0.016684521,0.0073152566,0.012985587,0.05767889,-0.0021243617,-0.0033093616,0.94320214,0.031788547,-4.577078e-05,-0.002148673,-0.0035435036,-1.0855986,0.006550081,0.022359984,-0.17393893,-0.0025818215,0.004194416,-0.014962168,0.011468783,-0.0166203,-0.008990854,0.0060301963,-0.03314585,0.046564247,-0.004730137,0.88525414,0.0048680617,0.0051094433,-0.02603262
GDSC14,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,-0.39270648,0.00290297,-0.4731384,-0.16110797,1.3557779,0.015423244,0.43604612,0.0010595061,-0.007028559,-0.03905092,0.018513776,-0.017691564,0.008727163,-0.040890105,0.0055091754,0.0074868873,-0.009754617,0.01683601,-1.4413992,0.96418536,-0.004486859,-1.2519486,-0.010376281,-1.289915,-0.018782109,0.00062201545,0.026304856,-0.73194724,-0.8671191,0.0034406334,0.024816334,0.009811306,0.0050554774,0.005631689,-0.009473331,-0.00942393,-0.031887285,-0.016323386,-1.3177438,0.025317188,-0.003955774,-0.019188132,-0.22828808,0.0077383593,-0.013275556,0.018086266,0.012815446,-0.016676411,0.16146268,-0.42571804,-0.0030140514,1.0844593,-0.40897122,-0.0041369945,-1.3447216,-0.29891098,0.48986548,-0.0073301517,-0.004580494,0.016175596,-0.10348127,-0.006274827,0.01091769,-0.025001949,-0.0009576455,-0.009188082,0.012083888,-0.0077196136,-0.32312602,0.03433357,-0.026520263,0.016896252,0.8599885,-0.009911196,-0.028811704,0.011740684,-0.09946337,-0.018117907,-0.025241727,0.011020258,-0.009006187,-0.9355383,1.4698244,-0.013162013,0.00029639527,-0.7698728,0.009892121,-0.016906817,-0.16052583,-0.002116982,0.018655553,0.017841727,-0.00073948875,0.01130396,1.6980885,-0.025932726,0.2651419,0.91985464,-0.008490894,-0.017115172,-0.022082828,-0.015281845,-0.28718513,-0.006240815,0.028932355,-0.621848,-0.011618969,0.011072074,-0.006322472,-0.016063973,0.3775637,0.021430157,0.008137722,-0.36867186,-0.0057544494,0.007720098,-0.0017920416,0.63799757,-0.028730538,-0.01265496,0.029107891,-0.013278493,0.14679433,-0.014020398,-0.706457,0.009645986,0.015804758,-0.0064095017
GDSC15,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,-0.083867945,0.0016752672,0.17334549,-0.77642673,-1.0026447,-0.013471909,1.0983232,0.013398212,-0.023418568,-0.005721651,-0.019060541,-0.0044466406,0.004556641,-0.09226651,-0.0018275231,0.0115251355,-0.009118763,-0.015085416,-0.37618282,0.60068107,0.012107704,0.79621404,0.011107279,0.89219254,0.000501018,0.0063794814,0.017505921,-1.0304167,0.31352326,0.015000701,0.013181854,0.010582058,0.025421925,0.012945421,0.01162152,0.0033629928,0.004727509,-0.0028619645,-1.2409538,-0.0019496685,-0.010008683,-0.0048614517,0.0996837,-0.014163546,-0.013350716,0.012784731,-0.0039340258,-0.0023820624,-0.03490627,-1.4477602,-0.012335867,-0.4780344,-1.2398949,-0.0024511367,-0.3820814,-0.94107366,-0.52139485,-0.011240428,-0.010152664,0.009885341,1.0337212,0.015709907,-0.0070378417,1.2846117,0.0047774315,-0.014589459,-0.01306246,-0.009783346,0.051337674,0.0129782185,0.24748352,-0.0060688965,-0.16435844,-0.013368918,-0.0064493977,0.019793928,0.09804003,0.0098818075,0.017654039,0.0014520772,-0.006224986,0.18351054,0.02816908,-1.3489276e-05,-0.0032408647,0.17622477,-0.0014274605,-0.0024834834,-0.19635674,-0.010191342,0.02295816,-0.005495416,0.0049154665,-0.002360683,-0.85015327,-0.013278358,0.8096577,-0.20473728,-0.0013148207,0.0047565885,-0.0017120726,-0.023381613,2.5994651,0.009074185,0.008507252,2.7393355,-0.00050162175,0.019065797,0.0050804596,0.00016050786,0.046165407,-0.02103879,-0.012576385,-0.6668001,-0.009578273,-0.009170793,-0.020719128,-0.3650646,-0.002319768,0.008095264,0.009132875,0.02128946,0.01985372,-0.007043369,0.7902963,-0.0076775216,0.0063092536,0.00415401
GDSC16,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,0.7231645,0.01875432,-0.55172044,1.1151067,-0.7962077,0.015202995,-0.44874108,0.059664905,0.054475658,-0.036298804,0.057451215,0.031462654,-0.03134512,-1.5938249,-0.017413698,-0.033812474,-0.008852409,0.12419861,-1.2299844,0.57967424,0.014905926,-0.13641147,-0.01999721,-0.14417607,-0.017402172,-0.090590335,0.10801589,-1.3472424,1.0411147,-0.045031838,0.02717903,-0.055049643,-0.037510954,-0.0008378569,0.050037228,-0.018762538,-0.11011191,0.016786618,-0.38558155,0.084747486,-0.015098822,-0.04653041,-0.05848554,0.056827392,-0.10324737,0.024060592,-0.0097585395,-0.08145038,-0.043210328,-1.298221,-0.06684825,-1.4380141,-0.60738367,-0.016300052,0.44361964,0.88688636,0.18199825,-0.033393946,0.0049861856,-0.07245922,-0.95196646,-0.04266456,0.014187412,0.6580861,0.012579285,-0.09005593,0.07273994,0.02485387,-3.0286338,0.022986472,-0.46377382,0.014765866,0.8730444,0.03933894,-0.002889242,-0.013329606,0.68039143,0.010059122,0.02139379,-0.00048638694,0.015625615,-2.084046,0.88204503,-0.030880705,0.017945759,-0.18618661,-0.09298061,-0.028569747,1.948776,-0.016682696,0.0049332418,0.07471968,0.012871526,-0.063005105,-1.0179367,0.022626702,-3.5269113,-1.206176,0.027435577,0.02837146,0.03556881,-0.03701815,0.16773948,0.08120772,0.04913261,0.66946787,-0.031395342,0.02028856,-0.011919513,0.026334487,0.50284684,0.009966679,0.019429833,1.4599451,0.0040006298,-0.015964046,0.03546937,-0.88166857,-0.006767504,0.076425806,-0.023378015,0.014581174,1.8368686,-0.030126225,-0.049040288,0.0077937,-0.07618468,-0.09444229
GDSC17,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.015992716,0.023255793,-0.98556143,0.13387589,-0.77062887,-0.0050524357,-1.0203319,0.008581682,-0.020901408,0.0008359328,-0.010215117,6.1675906e-05,-0.0065278932,-0.08309744,0.008830085,0.0004816614,0.0016510896,0.008173333,-0.37150592,-1.1360652,0.010670681,0.8375362,-0.0026377384,0.7342229,-0.0059235245,0.0004927311,0.031000003,-1.5373254,0.7427198,-0.0037994012,-0.011009492,-0.00031803735,0.0033238889,0.0017202664,-0.0022659563,0.015103128,0.011535893,0.007538559,0.36009005,-0.013693323,-0.017613793,0.0033150762,0.086254254,-0.004094489,-0.009877415,0.01018149,-0.022700489,-0.011634141,0.10979751,-0.22427462,-0.014115375,-0.28606853,0.18477458,0.0031039193,-0.9720383,-0.74175364,-0.31391123,-0.007730874,0.009989254,-0.016088137,0.28098598,0.007584624,0.010379953,1.2123401,0.01476229,-0.0053185336,-0.00552254,-0.019788172,-0.2426488,-0.012371436,0.5303179,-0.015503168,-0.9088326,0.0031695534,0.00073673204,-0.011289393,-0.035206266,0.00523267,0.024912545,-0.0040294454,0.015166495,1.1033347,-0.48945922,-0.019139431,-0.015436493,-1.5081406,0.005471168,0.019704893,0.3284307,-0.0084871985,0.00969179,0.010760293,0.013189126,0.0076065958,1.3660437,0.0068862066,0.6869304,1.5290208,0.016160237,-0.0033837892,0.009198946,0.01638418,-0.30688056,-0.006773837,-0.0058444515,1.1101463,0.0038449783,0.00821383,-0.008113072,0.005298864,-0.0057082456,-0.019310106,0.012524093,-0.046649016,-0.008514833,0.0034933537,0.02229566,0.47163433,-0.0035285088,0.0150292665,-0.021347135,0.009579934,0.0025778674,0.0073840786,0.4604917,0.001986879,-0.0056941574,0.012185783
GDSC18,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,-1.5548266,0.024411384,0.33235624,1.0094577,0.07057293,0.06003499,-0.71039176,0.056892797,-0.05063041,0.011139207,0.014574528,-0.054564636,0.0035465322,-2.2897277,0.15971485,0.091924995,-0.04253051,0.11315894,-0.017993592,-1.496111,-0.07759894,-0.33139837,0.013938627,-0.5468901,0.007723186,0.08708753,0.05669313,-2.3854072,-1.7450004,0.07135582,0.037140176,-0.025677491,-0.02703936,0.0039006397,0.018008888,-0.012419894,-0.09183833,-0.017537357,-1.4282733,0.045722503,0.0136061255,-0.104993105,1.9062968,0.03551686,-0.05182157,-0.032587327,-0.013920009,-0.016581118,1.0290791,-0.9377834,0.04261244,-0.16163932,1.2144663,0.053191543,0.7226634,-0.5424555,0.93244797,0.0674673,-0.030065326,-0.030716103,-2.2371283,-0.17951772,0.015398713,0.43375564,-0.021429956,-0.02379286,0.072071336,0.010797251,1.0173378,0.103945166,0.045476273,0.025750387,-0.0429258,0.10822655,0.0043076463,0.042999156,2.4179475,-0.08756188,-0.037756756,0.063399315,-0.038058475,0.450498,0.12960657,0.049590293,0.028303888,-0.32679057,-0.06326483,-0.10645516,-0.80882776,-0.06891507,-0.013370123,0.09294395,-0.012801417,0.055998154,1.4679154,-0.05231383,-4.3553467,2.7630062,0.0077231135,-0.046973515,0.017222177,-0.019007627,-1.5067142,0.065180555,0.009380326,-0.180795,-0.04114895,0.054293532,0.013995472,0.066419825,-1.5135187,0.019253276,0.010704131,0.9491643,-0.02297129,0.06873601,0.14916988,1.0600944,-0.081540465,-0.06674975,-0.026741419,-0.060031127,-0.780647,-0.08484116,-0.6061318,-0.054580506,-8.9391135e-05,-0.045292
GDSC19,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,-0.268831,-0.006173863,-0.48784456,0.8454626,-0.6896101,0.0031603929,0.7260558,-0.007855783,0.016907904,0.02732727,-0.00731406,-0.0002925247,-0.0051899813,-0.3783388,-0.00053533167,-0.0145361535,-0.0018462446,-0.0043546413,-0.22301698,1.4166057,0.0058542825,0.14345838,0.016151851,-0.060445167,0.011047732,-0.0016671913,0.008286729,0.7087446,-0.39794594,-0.01823613,-0.00676693,0.01302998,-0.017474487,0.0037238337,0.014590278,0.0060819443,-0.0003370829,0.0037223753,-0.86166084,0.04201183,-0.022553416,-0.008386672,-0.84870374,0.0087933615,0.0046656486,0.006768508,0.006190993,-0.016849175,-0.0560375,-0.62295616,0.0062806006,0.06002222,1.5077755,0.0007912293,-0.27976868,0.27016407,0.3964474,0.018792406,-0.024765473,0.001105689,-1.8008527,0.011324301,0.007426953,-0.6343522,0.005350806,-0.022456143,-0.0055142846,-0.005477898,-0.36028236,-0.0057532564,-0.47077173,0.00054303184,0.87578595,-0.001434287,-0.0005607009,-0.017435431,-0.4315554,-0.014411345,-0.010705777,-0.012864713,-0.00531251,-0.3034121,-1.4495347,-0.01660429,0.0062018745,-0.2645555,0.0036626235,0.0062942915,0.24629772,0.021882355,0.0008347146,0.0036921578,-0.003165193,-0.0040994734,0.14130333,0.008294817,-0.934471,0.86698014,-0.012515049,0.0027117766,0.022250969,0.006525807,-0.70918274,-0.014915094,-0.002688624,1.47388,0.029384589,0.0067609297,0.011284754,-0.011287518,0.6375209,0.0019276366,0.034049083,0.11012124,0.007962426,-0.008709922,0.0068153264,-0.64695543,0.01996889,0.019035146,-0.019774403,-0.00036289194,0.083303675,0.025465133,0.59158427,0.013637778,0.0035057752,0.002034459
GDSC21,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1,-0.22038841,0.023937946,0.42225435,-0.46307445,0.87320966,0.007988606,0.17954941,0.014656353,0.002438208,0.0056082755,0.001760032,0.0006945953,-0.015070032,-0.00031892583,0.011804916,0.00835162,0.0054499377,0.022511393,-0.24134022,-0.943187,-0.016743828,0.540362,-0.012261666,-0.59050804,-0.0036724359,-0.0030107694,0.0051262975,1.1641526,-0.024635712,-0.0067834184,-0.019336738,-0.008316509,-0.024477977,-0.022875322,-0.0015767291,0.0121223405,-0.009625098,0.013971508,0.899482,0.0025027134,0.0071982797,-0.0013611689,-0.086208224,0.012403853,-0.003184639,-0.00018893555,0.008377209,-0.007643625,0.15543222,1.4166623,0.008521028,-0.3032828,2.662305,-0.00060041994,-0.2700621,-0.18618166,1.1749873,0.016178168,0.019343745,-0.015652945,-1.146219,-0.01398436,0.0027802233,1.0615106,-0.00096198916,-0.010554094,-0.005492581,-0.0050970092,-0.17006622,-0.0055770352,-2.9417684,-0.0010814704,-0.6689639,0.0057569724,0.00056415796,0.002202387,0.122642554,0.004984832,-0.009478507,0.0066141505,0.017271634,0.5278271,-0.4629752,-0.0052908547,0.00785026,0.5997294,-0.010928381,-0.00041200966,0.28783318,-0.00163427,-0.008339085,0.002017598,-0.0054035774,-0.008601541,0.33517548,0.0019185208,0.4134078,0.37114498,0.012929982,-0.010487072,-0.0035507306,-0.0032138117,-0.69533944,-0.011081129,-0.010446198,-0.76748884,-0.008017426,-0.008718072,-0.012139878,-0.0017941408,0.008087618,0.0007353872,-0.0043411683,-0.07484626,-0.016385304,-0.008686461,0.020083353,-1.1403389,0.001081204,0.021789365,-0.009887442,-0.0028985261,0.10790099,0.0053115487,-0.14229706,-0.0013224863,-0.011142542,-0.004942814
GDSC22,CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,-0.73664564,0.004986884,-0.58889645,1.0353712,0.15389776,0.037852526,0.52391315,0.011477867,-0.0063750613,-0.0021566674,0.00925174,0.008042917,-0.0009488538,-0.12670188,0.026603289,0.019619465,-0.017319294,0.026214283,-1.3107964,-0.64326215,-0.020731118,1.4660121,-0.025566448,0.23947616,0.0050689317,-0.0052475818,0.009898372,1.1338108,2.1380293,0.013315372,-0.0006047003,-0.016573794,-0.0017070901,-0.023954758,-0.019725889,-0.019257447,-0.008389134,-0.0073328875,-0.025772845,-0.019178843,-0.00834282,-0.024753164,-1.046418,0.0045103803,0.0031081568,0.024080472,0.0054552406,0.0034675077,0.08957459,0.8975598,-0.026215717,-0.9171087,-0.33602962,0.005321391,-0.92304564,0.43745142,0.60274607,-0.003693969,-0.01588882,-0.0013291007,-1.1758589,0.0041386336,0.013543768,1.6413766,-0.003279902,-0.02140854,0.00902945,-0.013578204,0.3614756,0.025476068,1.2612019,-0.019378742,-0.036948223,-0.0014257468,-0.03828538,0.018540595,-0.12190811,0.020062536,0.003319297,-0.005414022,-0.029794808,0.51594365,2.8512914,-0.03288179,-0.036833934,0.20556939,0.015090419,-0.022643078,-0.6674673,-0.029762615,0.021825874,0.05276017,0.024959091,-0.009923058,1.0501802,-0.009913612,0.20764777,0.93599737,0.0028831344,-0.002180528,0.0116148805,0.0067179985,-0.46665972,0.0042403266,-0.0019160062,2.3360858,-0.003618566,0.03103616,0.00411141,-0.0021108799,0.5561057,0.011731207,-0.02008462,-1.3247305,0.007416177,-0.019795448,0.0073438957,1.4334517,-0.039679646,-0.00408189,-0.021498043,0.016507613,0.15891421,0.017299907,1.6183281,0.0061088526,-0.008341742,0.018785913
GDSC23,NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)NC1CCCNC1,0.13283323,-0.007035951,1.0087007,-1.1355315,1.4721524,-0.0067600887,-0.6025646,0.0017816368,-0.013918828,0.0047038347,-0.02430588,0.018431008,-0.003200274,0.09443734,-0.013227336,-0.005750254,-0.016810125,0.0016585472,0.27615386,0.1463867,0.005355533,1.0546288,0.015126054,-0.36912787,0.0071373247,-0.0003690403,-0.022458516,-1.2427232,0.04493917,-0.004682742,-0.0027200356,0.0038938932,-0.008292154,0.017070528,0.005861655,0.011948064,0.0026415596,0.018194,-2.2114809,-0.002934598,-0.00088950247,0.012143768,-0.01084739,-0.0030622035,-0.0061715823,-0.004708547,-0.009193361,-0.012998059,-0.10894118,0.62628305,-0.012432808,0.15379098,0.16624631,-0.006244004,-0.41463318,-0.98811954,0.09429897,-0.0034062378,-0.01521891,-0.015235459,0.6414191,0.017921925,-0.0024873,-0.9502284,-0.00280644,-0.006020531,-0.015270019,-0.00634598,0.20934995,0.0010804534,-1.9593275,-0.009150378,-0.86334145,0.0020176526,0.01671816,4.397519e-05,0.30789533,-0.009347919,0.0028310798,-0.0039693844,-0.004802946,0.46172473,-0.26155484,0.017661711,-0.004425343,0.13452893,-0.0015149135,0.006433973,-0.68358654,0.0012055151,0.011536624,-0.021474972,-0.017645704,0.004464574,-0.6449213,-0.0006290786,0.01659527,-0.040804658,0.0059051383,-0.013191581,-0.018217903,-0.01636612,0.39468333,-0.010668471,0.00065904856,1.746273,0.008591242,-0.011509828,0.0070867427,-0.007707581,-0.100323215,0.0002587214,-0.007658557,0.08350527,-0.013959007,-0.005395189,-0.025245449,-1.7476587,0.0035302918,-0.0005260408,0.0036760718,0.008759889,0.0042327596,-0.008096866,-0.7149926,-0.011777196,-0.0064258985,-0.0087268585
GDSC24,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,0.12675728,0.019335687,0.9182775,-0.83942103,0.07840204,-0.0017817933,-0.69819605,-0.0074400287,-0.012469571,0.009496495,-0.006885702,0.0105592385,-0.00862873,-0.07649969,5.96866e-05,-0.0016949289,0.006625589,-0.0041604345,0.060372315,-0.012933118,0.009799238,-0.23973157,0.0062822583,0.0385454,0.004114628,-0.0054342067,0.0030504242,0.35741094,0.43336436,-0.006059706,0.0003112331,0.005197728,-0.014307101,0.0060071647,0.0046159327,0.011827346,0.013986467,0.0016377661,-0.3888452,0.0007154085,-0.005602123,-0.0013201833,0.096678436,-0.011166528,0.0014316533,0.017715823,-0.006077349,-0.010592863,0.035757434,-0.6190768,-0.006567125,0.18934257,-0.085560724,0.009753093,-2.0626929,-0.11934896,0.4226178,0.009475258,-0.008664541,0.0027320194,-0.39381266,-0.0070648864,0.018786015,-0.020157924,0.011164486,0.0023465753,-0.007969348,-0.010760866,-0.13320753,-0.0077656806,0.53428656,-0.011239052,-0.12081602,-0.005906379,0.0022109859,-0.0039183153,-0.13661206,-0.0056912247,0.009694979,-0.0033920836,0.0133075975,0.2965591,-0.4110998,-0.008806769,-0.010635696,-0.887427,-0.004301261,0.009183278,0.19274057,0.0034908466,-7.882714e-06,-0.0011674943,0.0035239253,0.0025231857,0.70533466,0.007709468,1.159363,0.06549415,0.0020024404,-0.0074559078,-0.004124851,0.0062469505,0.22093621,-0.012865566,-0.004579,1.6400926,0.013055317,-0.0031045107,-0.009362761,0.007616874,0.028846573,-0.010019481,0.003819128,0.10583062,0.0007190001,-0.014392257,-0.0049109105,0.39428166,0.010958222,-0.00051639974,-0.0002451241,0.007006217,-0.10676046,0.004607698,-0.14018786,0.0064421594,0.0129213035,0.006101421
